N/S	Country	Sex	Age	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	Q13	Q14	Q15	Q16	Q17	Q18	Q19	Q20	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Q28	Q29	Q30	Q31
1	7	0	19	2	2	2	2	2	2	2	4	3	3	3	4	4	3	4	4	3	4	4	4	3	4	4	4	3	2	4	2	2	3	2
1	7	1	17	1	3	2	3	2	2	2	3	2	3	2	4	3	3	5	5	3	4	3	4	3	4	5	5	3	2	3	2	2	3	2
0	5	0	20	1	1	1	2	5	2	1	3	2	1	2	4	2	4	5	3	4	4	3	4	2	5	4	5	1	1	5	2	5	2	1
0	5	1	20	4	3	2	2	3	2	4	3	4	3	3	3	3	4	1	2	2	3	4	4	2	5	5	4	2	1	5	2	5	3	1
0	5	0	31	5	1	3	2	2	2	3	3	3	3	4	4	3	3	4	2	1	4	3	4	3	4	5	5	1	1	5	2	5	3	2
0	5	1	20	5	4	4	4	2	5	5	5	5	5	4	5	4	3	5	3	3	5	5	5	5	5	5	5	1	1	5	4	5	4	4
0	5	0	30	2	5	2	1	1	2	2	4	4	5	5	2	5	5	2	2	2	5	5	5	5	5	5	5	1	1	5	3	5	5	2
0	5	1	20	3	2	5	4	4	5	5	4	5	2	3	5	3	3	5	3	1	5	3	4	3	5	5	5	2	3	5	5	4	3	4
0	5	0	35	1	1	1	1	5	5	5	1	5	3	3	1	2	1	5	3	2	5	5	5	3	5	3	5	3	1	5	1	3	1	1
0	5	1	20	4	4	3	4	3	5	5	4	5	1	3	5	3	3	3	2	3	4	5	5	5	4	5	5	1	1	5	4	4	3	4
0	5	0	23	1	1	2	1	2	2	4	3	2	3	3	3	2	3	3	1	2	2	5	5	3	4	4	5	4	2	5	4	5	3	2
0	5	0	25	2	4	4	3	3	2	3	4	3	4	3	5	4	4	5	2	4	4	5	5	5	5	5	5	3	1	5	4	5	5	5
0	5	0	27	2	2	5	5	5	5	3	5	5	5	3	5	3	4	5	4	5	3	5	5	5	5	5	5	1	1	5	2	4	5	1
0	5	0	29	2	2	5	2	4	2	2	5	2	4	3	5	3	2	5	5	5	5	5	5	5	5	3	5	2	4	5	5	3	5	4
0	5	0	28	4	1	2	1	1	2	3	2	2	2	2	2	1	2	2	1	2	3	3	4	2	4	3	5	1	2	3	2	3	3	2
0	5	0	26	2	2	3	2	1	3	4	4	1	4	1	5	3	2	4	2	3	4	4	5	3	4	5	5	2	1	5	5	5	5	5
0	5	0	26	3	2	3	1	2	5	3	4	5	5	3	3	3	5	5	1	3	3	5	5	5	5	5	5	3	3	5	4	5	5	3
0	5	1	29	2	2	2	2	2	2	4	3	2	4	3	3	2	3	4	3	2	2	3	5	5	4	5	5	1	1	4	4	4	5	2
0	5	0	25	1	1	1	1	3	1	1	1	3	1	3	1	1	1	3	1	1	1	1	1	3	5	5	5	1	1	5	1	5	1	1
0	5	0	27	2	1	2	3	2	3	2	4	3	4	4	4	2		5	4	2	5	5	5	4	5	5	5	2	2	3	2	2	2	1
0	5	0	26	2	2	3	2	3	3	3	3	3	4	3	2	4	4	2	3	2	3	4	4	4	3	3	4	1	1	2	2	3	2	2
0	5	1	26	2	1	2	2	2	1	3	2	1	2	2	2	2	3	4	1	2	5	4	3	2	5	5	5	1	1	3	2	3	1	2
0	5	0	30	2	1	2	1	3	1	3	2	1	3	4	2	2	2	5	3	1	2	2	4	5	5	4	5	1	1	3	2	3	3	2
0	5	1	32	5	1	3	1	1	1	5	5	1	5	1	4	1	1	5		3	5	5	5		5	5	5	1	1	1	1	5	5	1
0	5	0	26	2	2	3	2	3	3	2	3	1	3	3	3	3	3	3	1	2	3	3	3	3	3	3	3	1	1	3	3	3	2	3
0	5	0	23	5	5	5	5	5	5	1	5	5	5	1	5	1	1	3	5	3	5	5	5	5	5	5	5	1	1	5	5	3	3	5
0	5	0	25	3	2	4	4	3	3	1	4	3	5	4	2	3	4	5	1	2	5	4	5	4	4	5	5	1	1	4	3	5	3	3
0	5	1	21	2	2	4	1	3	1	2	5	2	1	3	3	2	2	5	2	3	4	5	5	5	4	5	5	1	1	3	4	4	4	1
0	5	0	33	1	1	1	1	1	4	1	1	4	4	4	1	1	5	5	2	4	3	4	5	5	5	5	5	1	1	5	1	3	2	1
0	5	0	30	1	1	1	1	1	2	3	1	2	3	4	1	3	3	2	1	1	5	5	5	5	5	5	5	1	1	1	4	3	3	1
0	5	1	21	3	2	1	1	3	5	1	5	4	2	3	5	4	3	1	1	1	3	1	4	3	3	5	5	1	1	3	1	3	3	1
0	5	0	24	1	1	1	1	3	3	3	5	5	1	1	5	1	1	5	5	3	3	5	5	1	4	1	1	1	1	1	3	5	1	3
0	5	1	25	3	2	1	3	3	5	5	5	5	2	3	5	5	5	5	1	1	5	5	5	3	5	5	5	1	1	5	2	5	3	2
0	5	1	23	1	1	1	1	1	1	3	3	1	1	5	3	1	1	1	1	1	2	5	5	3	3	5	5	1	1	5	3	5	1	3
0	5	1	32	5	3	4	4	3	5	3	5	4	5		5			5	1	1	3	4	5	3	2	5	5	3	1	5	1		2	1
0	5	1	23	2	3	4	2	3	2	3	2	2	2	4	4	4	4	4	2	3	4	4	5		5	5	5	1	1	5	1	3	1	1
0	5	0	25	1	1	1	1	3	1	3	3	1	1		2		5	5	1	3	3	5	5		5	5	5	1	1	5	2	5	1	2
0	5	1	31	2	2	2	2	2	3	3	3	3	3	2	3	3	3	3	4	1	5	4	4		2	5	5	1	1	5	3	3	3	3
0	5	1	23	1	1	3	1	1	4	2	1	2	1	1	1			5	1	2	5	5	5	5	5	5	5	1	1	5	3	5	5	1
0	5	0	26	1	1	3	1	1	3	5	3	1	3	5	1	3	3	5	1	1	5	3	5	5	5	5	5	1	1	5	2	5	5	2
0	5	0	26	1	1	5	3	2	4	1	5	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	1	1	5	5	5	1	5
0	5	0	27	3	3	4	1	4	1	5	5	1	5	5	5	3	3	5	5	5	5	5	5	3	5	5	5	1	1	5	3	5	5	1
0	5	0	35	2	1	3	5	5	1	4	5	1	5		4	5		5	1	5	4	5	5	5	5	5	5	1	1	5	3	5	5	3
0	5	0	22	2	2	3	1	1	1	4	4	3	4	4	4	2	4	5	3	5	2	5	5	2	2	4	5	1	2	5	4	4	3	2
0	5	1	26	1	1	2	1	2	2	2	2	2	2	2	2	3	3	3	2	2	3	2	3	2	3	3	4	2	3	4	1	4	2	1
0	5	0	26	1	1	2	1	1	3	3	2	3	1	3	1	2	2	4	1	1	2	3	4	3	1	1	5	3	2	5	4	5	1	4
0	5	0	25	1	1	2	1	2	4	1	3	4	4		4	2		5	2	2	3	3	3	3	3	3	5	1	1	3	1	2	1	1
0	8	0	21	2	2	2	2	4	4	1	4	4	2	4	3	5	4	3	4	4	2	4	5	5	5	5	5	1	1	4	2	4	2	1
0	8	1	21	2	3	3	2	3	4	3	4	3	4	5	3	5	4	3	3	2	4	4	5	5	5	5	5	1	1	4	4	4	2	2
0	8	0	23	5	1	5	1	4	5	2	5	5	4	5	5	5	5	5	5	4	4	4	5	5	5	4	5	2	1	4	4	5	5	4
0	8	0	25	4	1	3	1	2	2	2	4	2	2	2	4	4	3	4	4	4	4	4	4	2	2	4	5	1	1	4	4	3	3	1
0	8	0	21	4	1	3	4	4	3	4	4	4	3	4	4	5	5	5	2	4	4	4	5	4	3	5	5	2	1	5	4	4	3	3
0	8	1	22	2	1	2	2	2	3	3	3	3	2	2	2	2	3	3	2	1	1	2	3	3	3	4	4	1	1	3	1	3	2	1
0	8	1	21	2	1	2	2	2	3	2	2	2	1	2	2	3	3	3	1	2	3	3	3	2	4	4	5	2	1	5	2	3	2	1
0	8	1	20	2	1	3	1	3	5	4	4	5	2	4	4	4	4	4	2	2	5	5	5	4	2	5	5	4	2	4	3	3	1	2
0	8	1	23	1	1	2	3	2	3	3	4	3	3	4	2	2	4	4	3	1	2	2	3	4	3	5	5	1	1	5	2	3	3	2
0	8	0	24	2	1	1	2	2	3	4	4	4	3	4	4	5	4	5	3	4	2	4	4	4	4	5	5	2	1	5	3	5	4	3
0	8	0	23	1	1	2	2	2	4	3	3	4	2	4	2	4	5	4	4	5	2	3	5	3	5	5	4	1	1	4	1	3	2	1
0	8	1	21	2	1	3	3	1	3	1	4	5	1	2	5	1	4	4	1	3	1	4	5	2	4	3	4	3	1	5	3	4	3	1
0	8	0	23	2	1	3	2	5	5	2	1	5	3	5	3	3	2	5	3	5	2	3	5	5	5	5	5	1	1	5	3	1	3	2
0	8	0	22	1	1	2	1	2	2	3	4	3	4	4	3	3	4	5	5	5	4	5	5	4	5	5	5	1	1	2	5	2	3	3
0	8	0	23	1	1	2	2	2	4	2	2	4	2	2	4	2	2	4	2	4	2	4	4	4	4	2	5	2	2	4	4	4	3	1
0	8	1	21	2	1	2	2	2	3	1	3	3	3	3	3	2	2	2	2	2	3	3	5	4	4	4	5	3	2	5	3	4	3	2
0	8	1	21	1	1	2	2	1	4	2	2	4	2	4	1	2	2	4	1	4	1	4	5	4	2	5	5	1	1	5	3	3	1	1
0	8	1	23	1	1	3	4	3	4	1	4	4	2	4	5	4	4	5	4	5	3	5	5	5	5	5	5	2	1	5	4	5	5	2
0	8	0	23	1	1	2	3	3	4	2	4	4	3	4	4	3	4	4	3	4	4	4	4	4	5	5	5	3	2	5	4	4	3	2
0	8	0	21	3	1	2	2	3	4	2	4	3	2	4	4	3	4	4	4	4	4	4	4	4	5	4	5	2	1	5	4	3	3	1
0	8	0	22	2	2	2	3	4	4	1	2	4	2	4	2	4	4	5	2	3	2	2	3	5	5	5	5	1	1	4	4	4	2	2
0	8	0	23	4	3	2	2	3	5	3	2	3	1	3	5	4	2	5	2	1	1	4	5	5	5	1	5	1	1	5	5	1	3	4
0	8	0	23	4	1	2	2	3	4	2	2	4	1	3	3	3	3	5	3	4	2	5	5	4	5	5	5	1	2	5	4	3	3	2
0	8	0	24	4	1	2	1	4	2	1	2	2	1	3	4	4	4	4	1	1	1	4	4	4	5	4	5	1	1	5	5	2	2	4
0	8	0	22	1	1	1	1	1	1	3	2	1	2	2	2	2	3	4	1	2	4	3	4	4	5	5	4	1	1	4	4	2	2	1
0	8	0	23	4	1	3	5	3	4	1	4	4	4	3	4	4	3	3	1	2	3	4	5	3	5	4	5	1	1	5	3	4	2	4
0	8	1	23	3	1	2	2	1	2	2	2	3	2	2	2	2	2	3	2	2	1	3	4	4	3	4	4	1	1	2	3	2	3	3
0	8	0	23	1	1	3	2	2	4	2	3	3	2	5	4	4	4	4	1	1	2	2	2	5	5	5	5	2	2	5	2	2	5	2
0	8	0	22	1	2	2	2	2	3	2	4	3	3	4	3	4	4	4	2	2	4	4	3	4	3	4	4	2	1	4	4	3	2	2
0	8	1	22	1	1	2	4	2	1	1	4	1	4	4	4	4	4	5	2	4	2	4	5	3	5	5	5	1	1	5	3	4	2	3
0	8	1	23	1	1	1	1	1	1	2	2	1	1	1	1	4	2	4	1	1	1	3	3	1	1	5	5	1	1	5	1	2	4	1
0	8	1	24	1	1	2	2	3	4	2	3	2	1	3	4	4	4	3	4	4	4	5	4	4	4	5	5	1	2	5	3	3	3	2
0	8	1	24	1	1	2	2	2	3	2	3	3	1	2	2	2	2	4	2	1	2	4	4	4	5	5	5	3	1	5	3	3	2	1
0	8	0	25	1	1	4	2	2		2	4	2	2	3	2	3	4	5	1	2	2	5	5	3	4	5	5	1	1	4	4	3	2	1
0	8	0	23	1	1	1	2	2	3	2	2	2	2	2	3	2	3	3	2	1	4	3	5	4	4	5	4	3	1	4	2	3	2	1
0	8	0	23	1	1	1	1	2	3	4	2	3	3	3	2	3	4	5	2	4	3	3	5	4	4	5	5	1	1	3	2	3	2	1
0	8	0	22	1	1	2	2	2	2	3	3	3	3	2	3	3	3	2	2	2	1	3	3	3	3	4	5	2	1	4	3	4	2	3
0	8	0	22	1	1	1	1	1	2	3	3	3	3	3	3	3	3	3	2	3	2	2	3	4	4	4	4	1	1	3	3	2	2	1
0	8	0	21	2	1	2	1	3	3	2	3	3	2	3	2	1	2	3	2	1	2	4	5	4	4	3	5	2	1	4	3	3	1	2
0	8	0	22	1	1	2	3	1	4	3	4	4	4	3	2	2	2	5	3	2	2	4	5	4	4	4	5	3	1	5	3	4	2	1
0	8	0	24	1	1	1	2	2	3	3	3	4	3	3	2	3	3	5	2	2	2	4	5	3	4	2	5	1	1	5	4	2	2	4
0	8	0	23	1	1	5	1	4	1	1	3	1	2	1	3	2	2	5	2	4	4	5	4	4	3	1	5	1	1	4	4	1	1	1
0	8	0	21	2	1	4	2	2	2	1	4	2	1	4	4	4	5	5	2	2	1	4	5	4	4	5	5	1	1	5	2	4	2	2
0	8	0	21	4	2	5	5	4	5	5	4	5	3	5	5	4	5	5	5	3	4	5	5	5	5	5	5	1	1	5	5	4	2	5
0	8	0	21	1	1	1	2	3	3	2	4	4	1	2	1	3	3	5	3	4	2	4	5	2	4	3	2	1	2	5	5	4	1	2
0	8	0	21	2	1	1	1	1	2	2	1	1	1	3	1	4	3	5	2	1	1	5	5	3	2	2	3	2	1	3	3	1	1	1
0	8	1	22	1	1	2	3	1	4	1	4	4	1	3	4	1	1	3	4	4	1	4	4	2	3	4	4	1	1	4	1	2	1	2
0	8	1	23	2	1	2	3	2	4	2	4	5	3	5	5	4	4	5	4	4	2	5	5	5	3	5	5	1	1	5	4	5	5	2
0	8	0	23	2	1	1	2	2	3	2	3	3	2	3	3	2	2	4	1	3	1	4	4	2	2	3	5	2	2	4	3	3	1	3
0	8	0	23	1	1	3	1	3	3	2	5	5	1	3	5	3	3	5	3	1	5	5	5	5	5	5	5	1	1	5	3	3	5	4
0	8	0	23	1	1	2	2	2	2	2	3	2	1	2	4	1	1	5	4	1	3	5	4	4	4	5	4	3	1	3	4	3	3	4
0	8	0	23	1	1	3	4	3	4	2	4	4	1	5	5	2	4	5	4	3	5	5	5	4	4	5	5	3	1	5	4	5	2	2
0	8	0	25	1	1	2	2	2	3	2	3	3	2	3	2	3	2	4	4	4	5	5	5	4	4	5	5	1	1	4	3	3	2	2
0	8	0	23	1	1	1	2	2	3	3	3	3	4	3	3	4	4	4	2	1	1	3	3	3	3	4	5	3	1	5	3	2	1	1
0	8	0	22	2	1	2	3	3	4	2	1	3	2	2	4	1	3	4	2	3	1	5	4	2	3	3	5	1	1	3	2	2	2	1
0	8	0	24	1	1	4	1	3	3	2	3	1	3	5	4	1	5	3	2	1	1	5	5	5	5	5	5	1	1	5	4	1	1	1
0	8	0	22	1	1	1	2	1	3	2	2	3	2	4	3	4	4	5	2	5	2	5	4	3	5	5	5	4	2	4	5	4	2	3
0	8	0	21	2	1	1	3	1	3	1	3	4	2	2	4	3	4	3	3	4	1	4	4	3	4	5	5	3	4	5	2	3	3	1
0	8	1	20	1	1	1	1	1	1	1	3	2	1	1	1	1	1	3	2	1	2	4	4	1	1	3	5	1	1	4	1	2	1	1
0	8	0	26	1	1	1	2	1	1	1	2	2	2	3	4	2	4	5	2	2	2	4	3	3	5	5	5	1	2	4	3	2	2	1
0	8	1	22	1	1	2	1	2	1	1	3	1	1	2	2			3	2	3	1	1	3	3	5	4	5	1	1	4	1	4	1	1
0	8	1	22	1	1	3	1	2	1	1	3	1	1	2	1	1	1	2	3	3	1	4	2	4	4	4	5	1	1	4	1	3	1	1
0	8	0	22	1	2	3	1	1	4	1	3	4	3	4	4	3	3	5	2	2	4	5	5	4	3	5	5	1	1	5	5	3	4	2
0	8	0	22	1	1	2	2	2	3	1	4	3	2	4	3	3	4	5	3	5	1	5	5	4	5	5	5	1	1	5	4	4	1	2
0	8	0	21	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	3	2	1	2	1	1	1	3	3	1	1	2	1	3	1	1
0	8	0	22	1	1	1	4	5	2	3	4	2	2	4	3	3	3	4	4	3	3	2	2	2	4	4	4	2	1	4	4	4	2	2
0	8	0	21	1	1	2	2	2	4	2	3	4	1	3	3	4	4	4	3	4	4	4	5	5	2	5	5	1	1	5	3	4	1	1
0	8	0	23	1	1	1	1	3	5	4	5	3	2	5	4	3	5	5	5	3	1	5	5	2	5	5	5	1	1	5	5	3	3	2
0	8	0	22	1	1	2	2	3	3	2	3	2	2	1	2	2	2	3	2	4	2	4	4	3	4	4	4	2	1	5	3	3	2	1
0	8	0	22	2	1	1	1	3	2	2	4	1	1	5	4	4	4	5	1	4	3	4	5	4	3	5	5	1	2	5	3	3	4	1
0	8	0	32	2	2	1	2	1	3	2	4	3	3	3	5	4	4	5	5	4	3	4	5	5	2	5	5	2	1	2	5	5	2	1
0	8	0	22	1	1	3	2	4	4	3	2	3	5	4	4	4	4	3	4	1	2	5	5	4	5	4	5	5	5	5	5	5	4	4
0	8	0	22	1	1	1	2	4	3	3	4	3	5	4	4	4	4	4	3	3	5	5	5	4	5	5	5	3	3	4	3	4	4	2
0	8	0	23	1	1	2	2	3	3	4	2	4	1	4	3	3	3	4	3	3	3	5	5	3	5	5	5	1	1	5	5	5	5	1
0	8	0	20	1	1	2	2	2	2	3	4	3	4	5	4	3	3	5	4	3	2	5	5	5	5	5	5	2	1	5	3	3	2	1
0	8	1	20	1	1	1	1	1	2	3		3	4	5	3	2	4	5	3	4	3	5	5	4	5	5	5	2	1	5	3	4	2	3
0	8	1	21	1	1	1	1	2	5	1	2	3	1	1	4	1	1	2	2	4	1	3	3	2	1	2	4	1	1	2	2	2	1	3
0	8	1	23	4	1	1	3	4	5	1	4	4	2	3	2	2	4	4	4	4	3	4	5	4	4	5	3	1	1	4	3	3	2	1
0	8	0	23	2	2	3	3	3	4	3	4	4	3	3	2		3	4	1	1	5	3	2	3	4	5	5	1	1	5	2	5	2	1
0	8	0	26	2	2	1	2	1	2	3	3	2	3	4		3	4	5	2	2	2	4	5	3	3	5	5	2	1	3	2	3	3	2
0	8	0	25	1	1	1	1	2	2	2	3	2	3	4	4	3	3	5	2	3	3	4	5	5	5	5	5	1	1	5	2	3	2	1
0	8	1	22	2	2	2	2	3	3	4	3	2	2	3	4	3	3	5	2	3	3	4	5	5	5	5	5	2	2	5	4	3	3	3
0	8	0	26	1	1	1	2	1	1	2	2	2	3	2	2	4	4	2	2	2	1	4	4	2	4	4	5	2	1	5	3	3	4	2
0	8	0	23	2	1	2	2	4	4	2	4	4	3	4	4	3	3	4	4	4	4	4	4	3	4	4	5	2	1	4	3	2	3	1
0	8	0	23	2	1	1	2	3	3	2	4	3	3	3	4	3	4	5	2	3	2	4	4	3	4	3	5	2	1	3	3	4	2	2
0	8	0	21	2	2	3	3	2	2	3	3	4	4	3	4	3	3	4	4	3	3	4	4	2	2	4	5	1	1	4	2	3	3	1
0	8	0	21	1	1	1	1	2	3	3	4	4	2	2	2	2	2	2	2	3	1	5	5	5	5	5	5	3	2	4	4	3	2	2
0	8	0	22	1	2	1	1	2	3	1	2	3	2	3	3	2	2	4	4	3	3	4	4	4	4	5	5	2	2	4	4	4	3	2
0	8	1	23	1	1	1	2	2	2	1	3	2	2	2	2	3	3	3	2	2	2	3	4	4	5	5	5	1	1	4	2	2	2	1
0	8	0	23	1	1	1	1	1	5	3	2	3	3	3	3	3	2	5	3	4	3	5	5	3	5	5	5	1	1	5	2	5	3	1
0	8	0	22	1	1	1	1	1	3	5	3	4	2	2	2	1	1	4	2	3	1	2	4	4	4	5	5	1	1	5	3	2	2	1
0	5	0	30	1	1	1	1	1	2	2	2	2	2	3	3	3	4	4	2	2	3	4	5	5	5	4	5	1	2	3	1	3	1	1
0	5	1	22	1	1	1	1	1	2	3	3	3	1	3	1	1	1	2	2	1	2	3	3	2	2	3	3	1	1	2	1	2	1	1
0	5	1	20	1	1	2	2	1	2	1	3	2	3	3	4	4	4	5	2	4	5	5	5	5	5	5	5	1	1	5	2	4	3	1
0	5	1	25	1	5	1	1	5	1	5	1	1	5	1	1	1	1	1	1	1	5	5	5	5	5	5	5	1	1	5	1	5	1	1
0	5	0	23	1	1	1	1	1	2	2	2	2	4	2	2	2	3	5	2	2	4	4	5	4	5	5	5	1	1	5	2	4	4	2
0	5	0	20	2	1	2	2	2	1	2	2	2	1	3	3	2	2	4	2	1	2	3	2	2	1	2	4	2	1	4	2	4	2	1
0	5	0	25	3	5	1	5	5	5	5	5	1	5	5	5	3	1	5	1	1	5	5	5	3	5	5	5	1	1	5	2	3	1	1
0	5	1	24	4	2	3	2	2	3		5	3	3	2	5	3	3	5	3	2	4	5	5	5	5	4	2	2	5	5	3	2	3	4
0	5	0	28	2	3	4	3	3	2	5	2	2	2	3	5	3	4	5	2	3	3	5	5	5	4	5	5	3	2	5	4	4	2	4
0	5	1	25	4	3	4	3	4	4	3	5	5	5	5	5	3	5	5	4	5	5	5	5	5	4	5	5	1	1	5	3	5	5	3
0	5	0	24	3	2	4	4	3	5	1	5	1	5	1	4	3	2	5	1	5	5	5	5	5	5	5	5	1	1	5	3	3	3	1
0	5	0	28	1	1	4	4	5	5	5	5	3	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	1	1	5	2	5	2	2
0	5	0	29	4	3	5	4	4	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	5	5	5	5	5
0	5	0	38	1	1	1	1	1	1	3	1	1	3	3	3	3	3	4	1	1	3	5	5	5	5	5	5	1	1	5	1	2	3	1
0	5	1	33	1	1	1	1	1	1	5	5	1	1	3	1	1	1	5	1	1	5	5	5	5	5	5	5	1	1	5	1	5	1	1
0	5	0	23	1	1	1	1	2	2	5	5	3	5	5	1	2	5	5	2	2	5	5	5	5	5	5	5	1	1	3	5	4	2	2
0	5	1	31	3	3	4	1	1	1	3	3	2	5	3	4	3	3	5	4	2	5	4	4	5	4	5	5	1	2	5	2	3	2	1
0	5	0	41	2	4	1	1	1	1	5	1	5	3	1	4	4	4	1	1	5	5	5	5	5	5	5	5	1	1	5	1	1	5	1
0	5	1	22	1	1	3	3	3	5	1	3	5	1	1	1	1	1	2	1	2	2	5	5	3	1	5	5	1	1	1	1	1	1	1




																																		


																																		


																																		



					
